componentInstanceURI,componentStemURI,instrumentSlotURI,slotNumber,instrumentInstanceURI,instrumentLabel,componentEvidenceName,inferenceSource,oldLabel,newLabel
pmsr:CPI4041880769946,pmsr:/COM17860549784665130,pmsr:/INS1739402037946315/CTS/0001,0001,pmsr:INI1784603367579,Manequim punção intraossea SN:070091,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Manequim punção intraossea SN:070091,Primary state detector for simulator condition monitoring
pmsr:CPI2556176263142,pmsr:/COM17860549784665170,pmsr:/INS1739402037946315/CTS/0002,0002,pmsr:INI1784603367579,Manequim punção intraossea SN:070091,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Manequim punção intraossea SN:070091,Primary response actuator for simulator state control
pmsr:CPI4404116518017,pmsr:/COM9727fb50145c10e09,pmsr:/INS1739402037946315/CTS/0003,0003,pmsr:INI1784603367579,Manequim punção intraossea SN:070091,IV Fluid Administration Interaction Event Detector,component-evidence-name,Simulation support component for Manequim punção intraossea SN:070091,Interaction event detector for tracking learner actions for Manequim punção intraossea SN:070091
pmsr:CPI9561510409218,pmsr:/COM9ab325b780c153c16,pmsr:/INS1739402037946315/CTS/0004,0004,pmsr:INI1784603367579,Manequim punção intraossea SN:070091,IV Fluid Administration Airway Pressure Detector,component-evidence-name,Simulation support component for Manequim punção intraossea SN:070091,Airway pressure detector for monitoring ventilation pressure for Manequim punção intraossea SN:070091
pmsr:CPI1550219473890,pmsr:/COM9a6077a472e113288,pmsr:/INS1739402037946315/CTS/0005,0005,pmsr:INI1784603367579,Manequim punção intraossea SN:070091,IV Fluid Administration Pulse Rate Detector,component-evidence-name,Simulation support component for Manequim punção intraossea SN:070091,Pulse rate detector for monitoring cardiovascular response for Manequim punção intraossea SN:070091
pmsr:CPI5209253386559,pmsr:/COM17860549784665130,pmsr:/INS1739402037946315/CTS/0001,0001,pmsr:INI1784603367581,Manequim punção intraossea SN:070092,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Manequim punção intraossea SN:070092,Primary state detector for simulator condition monitoring
pmsr:CPI9135049545176,pmsr:/COM17860549784665170,pmsr:/INS1739402037946315/CTS/0002,0002,pmsr:INI1784603367581,Manequim punção intraossea SN:070092,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Manequim punção intraossea SN:070092,Primary response actuator for simulator state control
pmsr:CPI0151127748189,pmsr:/COM9727fb50145c10e09,pmsr:/INS1739402037946315/CTS/0003,0003,pmsr:INI1784603367581,Manequim punção intraossea SN:070092,IV Fluid Administration Interaction Event Detector,component-evidence-name,Simulation support component for Manequim punção intraossea SN:070092,Interaction event detector for tracking learner actions for Manequim punção intraossea SN:070092
pmsr:CPI8655980080783,pmsr:/COM9ab325b780c153c16,pmsr:/INS1739402037946315/CTS/0004,0004,pmsr:INI1784603367581,Manequim punção intraossea SN:070092,IV Fluid Administration Airway Pressure Detector,component-evidence-name,Simulation support component for Manequim punção intraossea SN:070092,Airway pressure detector for monitoring ventilation pressure for Manequim punção intraossea SN:070092
pmsr:CPI6391291834784,pmsr:/COM9a6077a472e113288,pmsr:/INS1739402037946315/CTS/0005,0005,pmsr:INI1784603367581,Manequim punção intraossea SN:070092,IV Fluid Administration Pulse Rate Detector,component-evidence-name,Simulation support component for Manequim punção intraossea SN:070092,Pulse rate detector for monitoring cardiovascular response for Manequim punção intraossea SN:070092
pmsr:CPI4630462361182,pmsr:/COM17860549784665130,pmsr:/INS1739402037946315/CTS/0001,0001,pmsr:INI1784603367582,Manequim punção intraossea SN:070093,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Manequim punção intraossea SN:070093,Primary state detector for simulator condition monitoring
pmsr:CPI9991831942750,pmsr:/COM17860549784665170,pmsr:/INS1739402037946315/CTS/0002,0002,pmsr:INI1784603367582,Manequim punção intraossea SN:070093,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Manequim punção intraossea SN:070093,Primary response actuator for simulator state control
pmsr:CPI5092671621229,pmsr:/COM9727fb50145c10e09,pmsr:/INS1739402037946315/CTS/0003,0003,pmsr:INI1784603367582,Manequim punção intraossea SN:070093,IV Fluid Administration Interaction Event Detector,component-evidence-name,Simulation support component for Manequim punção intraossea SN:070093,Interaction event detector for tracking learner actions for Manequim punção intraossea SN:070093
pmsr:CPI8874363764088,pmsr:/COM9ab325b780c153c16,pmsr:/INS1739402037946315/CTS/0004,0004,pmsr:INI1784603367582,Manequim punção intraossea SN:070093,IV Fluid Administration Airway Pressure Detector,component-evidence-name,Simulation support component for Manequim punção intraossea SN:070093,Airway pressure detector for monitoring ventilation pressure for Manequim punção intraossea SN:070093
pmsr:CPI4175701915996,pmsr:/COM9a6077a472e113288,pmsr:/INS1739402037946315/CTS/0005,0005,pmsr:INI1784603367582,Manequim punção intraossea SN:070093,IV Fluid Administration Pulse Rate Detector,component-evidence-name,Simulation support component for Manequim punção intraossea SN:070093,Pulse rate detector for monitoring cardiovascular response for Manequim punção intraossea SN:070093
pmsr:CPI9799539200113,pmsr:/COM17860549784665130,pmsr:/INS1739402037946315/CTS/0001,0001,pmsr:INI1784603367583,Manequim punção intraossea SN:070094,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Manequim punção intraossea SN:070094,Primary state detector for simulator condition monitoring
pmsr:CPI4372271573563,pmsr:/COM17860549784665170,pmsr:/INS1739402037946315/CTS/0002,0002,pmsr:INI1784603367583,Manequim punção intraossea SN:070094,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Manequim punção intraossea SN:070094,Primary response actuator for simulator state control
pmsr:CPI9820213742933,pmsr:/COM9727fb50145c10e09,pmsr:/INS1739402037946315/CTS/0003,0003,pmsr:INI1784603367583,Manequim punção intraossea SN:070094,IV Fluid Administration Interaction Event Detector,component-evidence-name,Simulation support component for Manequim punção intraossea SN:070094,Interaction event detector for tracking learner actions for Manequim punção intraossea SN:070094
pmsr:CPI4716984838188,pmsr:/COM9ab325b780c153c16,pmsr:/INS1739402037946315/CTS/0004,0004,pmsr:INI1784603367583,Manequim punção intraossea SN:070094,IV Fluid Administration Airway Pressure Detector,component-evidence-name,Simulation support component for Manequim punção intraossea SN:070094,Airway pressure detector for monitoring ventilation pressure for Manequim punção intraossea SN:070094
pmsr:CPI9226731306679,pmsr:/COM9a6077a472e113288,pmsr:/INS1739402037946315/CTS/0005,0005,pmsr:INI1784603367583,Manequim punção intraossea SN:070094,IV Fluid Administration Pulse Rate Detector,component-evidence-name,Simulation support component for Manequim punção intraossea SN:070094,Pulse rate detector for monitoring cardiovascular response for Manequim punção intraossea SN:070094
pmsr:CPI2471197905232,pmsr:/COM17860549784665130,pmsr:/INS1739402037946315/CTS/0001,0001,pmsr:INI1784603367584,Manequim punção intraossea SN:070095,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Manequim punção intraossea SN:070095,Primary state detector for simulator condition monitoring
pmsr:CPI9025368538956,pmsr:/COM17860549784665170,pmsr:/INS1739402037946315/CTS/0002,0002,pmsr:INI1784603367584,Manequim punção intraossea SN:070095,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Manequim punção intraossea SN:070095,Primary response actuator for simulator state control
pmsr:CPI4265065274921,pmsr:/COM9727fb50145c10e09,pmsr:/INS1739402037946315/CTS/0003,0003,pmsr:INI1784603367584,Manequim punção intraossea SN:070095,IV Fluid Administration Interaction Event Detector,component-evidence-name,Simulation support component for Manequim punção intraossea SN:070095,Interaction event detector for tracking learner actions for Manequim punção intraossea SN:070095
pmsr:CPI5007091025397,pmsr:/COM9ab325b780c153c16,pmsr:/INS1739402037946315/CTS/0004,0004,pmsr:INI1784603367584,Manequim punção intraossea SN:070095,IV Fluid Administration Airway Pressure Detector,component-evidence-name,Simulation support component for Manequim punção intraossea SN:070095,Airway pressure detector for monitoring ventilation pressure for Manequim punção intraossea SN:070095
pmsr:CPI6773191324473,pmsr:/COM9a6077a472e113288,pmsr:/INS1739402037946315/CTS/0005,0005,pmsr:INI1784603367584,Manequim punção intraossea SN:070095,IV Fluid Administration Pulse Rate Detector,component-evidence-name,Simulation support component for Manequim punção intraossea SN:070095,Pulse rate detector for monitoring cardiovascular response for Manequim punção intraossea SN:070095
pmsr:CPI1926816040164,pmsr:/COM17860549784665130,pmsr:/INS1739402037946315/CTS/0001,0001,pmsr:INI1784603367586,Manequim punção intraossea SN:070096,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Manequim punção intraossea SN:070096,Primary state detector for simulator condition monitoring
pmsr:CPI8808760917293,pmsr:/COM17860549784665170,pmsr:/INS1739402037946315/CTS/0002,0002,pmsr:INI1784603367586,Manequim punção intraossea SN:070096,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Manequim punção intraossea SN:070096,Primary response actuator for simulator state control
pmsr:CPI3793841074892,pmsr:/COM9727fb50145c10e09,pmsr:/INS1739402037946315/CTS/0003,0003,pmsr:INI1784603367586,Manequim punção intraossea SN:070096,IV Fluid Administration Interaction Event Detector,component-evidence-name,Simulation support component for Manequim punção intraossea SN:070096,Interaction event detector for tracking learner actions for Manequim punção intraossea SN:070096
pmsr:CPI4096739733781,pmsr:/COM9ab325b780c153c16,pmsr:/INS1739402037946315/CTS/0004,0004,pmsr:INI1784603367586,Manequim punção intraossea SN:070096,IV Fluid Administration Airway Pressure Detector,component-evidence-name,Simulation support component for Manequim punção intraossea SN:070096,Airway pressure detector for monitoring ventilation pressure for Manequim punção intraossea SN:070096
pmsr:CPI9993201032130,pmsr:/COM9a6077a472e113288,pmsr:/INS1739402037946315/CTS/0005,0005,pmsr:INI1784603367586,Manequim punção intraossea SN:070096,IV Fluid Administration Pulse Rate Detector,component-evidence-name,Simulation support component for Manequim punção intraossea SN:070096,Pulse rate detector for monitoring cardiovascular response for Manequim punção intraossea SN:070096
pmsr:CPI3783879721841,pmsr:/COM17860549784665130,pmsr:/INS1739402037946315/CTS/0001,0001,pmsr:INI1784603367587,Manequim punção intraossea SN:070097,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Manequim punção intraossea SN:070097,Primary state detector for simulator condition monitoring
pmsr:CPI5295128381751,pmsr:/COM17860549784665170,pmsr:/INS1739402037946315/CTS/0002,0002,pmsr:INI1784603367587,Manequim punção intraossea SN:070097,,final-curated-fallback-function-only,Response actuator for driving simulator state changes for Manequim punção intraossea SN:070097,Primary response actuator for simulator state control
pmsr:CPI2945923389961,pmsr:/COM9727fb50145c10e09,pmsr:/INS1739402037946315/CTS/0003,0003,pmsr:INI1784603367587,Manequim punção intraossea SN:070097,IV Fluid Administration Interaction Event Detector,component-evidence-name,Simulation support component for Manequim punção intraossea SN:070097,Interaction event detector for tracking learner actions for Manequim punção intraossea SN:070097
pmsr:CPI3420683694662,pmsr:/COM9ab325b780c153c16,pmsr:/INS1739402037946315/CTS/0004,0004,pmsr:INI1784603367587,Manequim punção intraossea SN:070097,IV Fluid Administration Airway Pressure Detector,component-evidence-name,Simulation support component for Manequim punção intraossea SN:070097,Airway pressure detector for monitoring ventilation pressure for Manequim punção intraossea SN:070097
pmsr:CPI5113365907050,pmsr:/COM9a6077a472e113288,pmsr:/INS1739402037946315/CTS/0005,0005,pmsr:INI1784603367587,Manequim punção intraossea SN:070097,IV Fluid Administration Pulse Rate Detector,component-evidence-name,Simulation support component for Manequim punção intraossea SN:070097,Pulse rate detector for monitoring cardiovascular response for Manequim punção intraossea SN:070097
pmsr:CPI4750941383975,pmsr:/COM17860549784668980,pmsr:/INS1740143878244085/CTS/0001,0001,pmsr:INI1784603367588,Manequim simulador parto (Super OB Susie) SN:070098,,final-curated-fallback-function-only,State detector for monitoring simulator condition changes for Manequim simulador parto (Super OB Susie) SN:070098,Primary state detector for simulator condition monitoring
